current_location	address	registration	user_id	mail	residence	name	job	username	company	blood_group	ssn	station_ID
(Decimal('-22.6950935'), Decimal('70.361012'))	"Sara-Jacob-Platz 924
26176 Belzig"	2021-10-24	771	melaniebeier@googlemail.com		Swetlana Schmidtke		iholzapfel	Steuer Birnbaum AG & Co. OHG	A-	809-48-2395	632
(Decimal('4.685669'), Decimal('-25.686226'))	岐阜県小平市戸塚町5丁目24番7号	2025-06-29	97	uito@yahoo.com		清水 拓真	栄養士	yui71	佐藤農林有限会社	O-	453-51-0205	252
(Decimal('82.5359165'), Decimal('155.074590'))		2023-07-04	1745	mascheronifederica@yahoo.com		Rembrandt Olivetti		isanguineti	Aporti-Malipiero Group	O-	JLLRCR89H57C123X	84
(Decimal('76.6961365'), Decimal('33.324788'))	"Vicolo Iolanda, 34 Appartamento 3
03011, Collelavena (FR)"	2024/09/22	1087	gramscitoni@alice.it		Enzo Doglioni-Fuseli		roberta75	Baracca e figli	B-	PLNDNI60M23C722D	555
(Decimal('-69.1628955'), Decimal('89.510672'))	"12801 Courtney Land
Youngland, SD 17149"	2025-03-12	573	nicholaswilkerson@gmail.com		Jessica Winters		porterrobert	Gutierrez PLC	B+	295-26-6164	452
(Decimal('-24.290506'), Decimal('-176.411180'))		2024-06-23	316	hcavalcante@uol.com.br		Levi Carvalho	Triatleta	diasana-liz	Cunha	A-	96317285012	430
(Decimal('15.361953'), Decimal('148.568290'))	"Unit 1195 Box 1145
DPO AA 37210"	2018/10/10	1306	charles28@gmail.com		Amy Rivera	Hotel manager	lhowe	Garrett-White	AB+	515-61-2275	240
(Decimal('22.560415'), Decimal('-86.798925'))		16 Dec 2020	727	salazarpreston@hotmail.com		Antonio Boyer		muellerblake	Garcia, Baldwin and Thomas	A-	346-38-7907	704
(Decimal('40.7141775'), Decimal('31.104165'))	"4561 Melissa Crossing Suite 512
Marymouth, NY 19278"	06/18/2022, 00:00:00	1126	sdavis@gmail.com		James Boyd	Seismic interpreter	keithcook	Stewart Group	A+	431-25-1468	98
(Decimal('-81.806909'), Decimal('-109.790875'))		19 Jan 2022	180	leslie69@hotmail.com		Rachel Lewis		jonathan56	Wilson, Powell and Taylor	A+	693-59-8974	390
(Decimal('66.2045855'), Decimal('64.719068'))		05/26/2021, 00:00:00	581	lcavalcante@bol.com.br		Stephany da Mata	Epidemiólogo	ida-mota	Costa	A-	95342870160	371
(Decimal('-42.879509'), Decimal('88.948253'))	"Janus-Jopich-Ring 8-8
01947 Lüdenscheid"	27 Jan 2021	471	dlange@yahoo.de		Dipl.-Ing. Lambert Gutknecht B.Eng.	Asphaltbauer	wilmsencharles	Hesse GmbH	O-	655-05-5711	134
(Decimal('-55.883366'), Decimal('4.303337'))	"Rotonda Riccardo, 70 Piano 2
17011, Ellera (SV)"	2023/08/29	1662	ruggeroaulenti@hotmail.com		Sig.ra Daria Rossetti		lidia91	Polesel s.r.l.	B-	FRCNNE04L60D614M	438
(Decimal('44.459462'), Decimal('63.189498'))	"Área de Porto, 20
Vila Novo São Lucas
67659-578 Andrade de Sá / SE"	2024/12/01	987	leonardo41@uol.com.br		Levi Farias		dmontenegro	Pereira	AB-	91073528677	521
(Decimal('46.511517'), Decimal('168.341890'))	"280 Martinez Knolls
Fishermouth, ND 42380"	05/17/2021, 00:00:00	1123	scottangela@gmail.com		Kevin Harris		doylechristopher	Hobbs-Murphy	AB+	154-81-0187	314
(Decimal('43.458429'), Decimal('161.159456'))	徳島県山武郡横芝光町横林28丁目15番4号	30 May 2024	1693	abenaoki@yahoo.com		後藤 亮介	測量士	yito	株式会社斉藤印刷	B-	159-62-6139	1
(Decimal('77.8740535'), Decimal('-1.954147'))	徳島県横浜市港南区独鈷沢21丁目20番4号	04/23/2021, 00:00:00	1076	takumasuzuki@gmail.com		佐藤 知実		ysasaki	合同会社田中農林	A+	615-12-4503	369
(Decimal('53.9264575'), Decimal('16.836531'))	和歌山県横浜市瀬谷区西浅草33丁目18番19号 湯本塩原ハイツ179	26 Jul 2025	791	tanakakyosuke@yahoo.com		中川 真綾		satomi61	福田ガス株式会社	A-	625-30-4170	155
(Decimal('-38.416064'), Decimal('137.343248'))	"19822 Sarah Mountain Apt. 086
Sheltonbury, MP 19288"	2019/02/02	1137	gadams@yahoo.com		Michael Bennett	Television production assistant	anthonyrogers	Baker-Campos	AB-	125-57-1339	169
(Decimal('-70.318746'), Decimal('77.662751'))	"593 Angela Walks Suite 576
Youngbury, MP 53425"	04/11/2019, 00:00:00	1343	bphelps@hotmail.com		Catherine Mendoza	Chief Strategy Officer	escobarmatthew	Watkins, Chen and Turner	B+	370-77-7945	143
(Decimal('0.4661335'), Decimal('-63.096893'))		2024/07/16	357	peruzzipriscilla@poste.it		Dott. Giacinto Gaggini	Energy engineer	salgarialphons	Caironi SPA	A-	TRVFMM07E03D216U	262
(Decimal('-59.229017'), Decimal('-124.555920'))	"Hajo-Heintze-Allee 24/64
46521 Schweinfurt"	31 Jan 2023	628	isabelletlustek@gmx.de		Univ.Prof. Wencke Pieper B.A.		tmartin	Stadelmann GmbH	O+	599-08-5632	671
(Decimal('-35.763690'), Decimal('25.129469'))		26 Apr 2019	125	melinda13@hotmail.com		Shirley Harrison		weaversusan	Campbell-Chavez	O+	588-79-5775	19
(Decimal('-55.4415955'), Decimal('-113.538715'))	奈良県北区西関宿11丁目7番3号 コーポ油井453	2023/05/06	841	fukudashohei@hotmail.com		藤原 和也		satomomoko	株式会社鈴木通信	B+	314-94-9056	549
(Decimal('-67.6006275'), Decimal('176.076305'))	青森県西東京市鳥越3丁目22番3号	2021-12-19	622	jsato@gmail.com		鈴木 亮介		mikako86	佐藤情報有限会社	B+	568-04-8528	477
(Decimal('79.1995135'), Decimal('102.711694'))	愛知県西多摩郡瑞穂町戸塚町42丁目12番19号	08/06/2020, 00:00:00	76	ryosuke20@hotmail.com		田中 結衣	演歌歌手	hishikawa	合同会社山田電気	B+	512-72-0095	700
(Decimal('66.6027475'), Decimal('-52.470927'))	岩手県横浜市西区上野桜木28丁目18番3号 下宇和田コート838	23 Jul 2024	1289	pnakajima@hotmail.com		清水 翔太		kenichi84	後藤印刷株式会社	B-	253-79-0907	429
		13 Feb 2021	1280	wagenknechtbirthe@googlemail.com		Ignaz Seifert B.A.		reckbauer	Thies	O-	860-40-8646	97
(Decimal('-2.343640'), Decimal('44.716431'))	青森県渋谷区台場1丁目21番3号 柿木沢シャルム409	07/14/2021, 00:00:00	1132	kumiko90@hotmail.com		村上 あすか		ishikawayasuhiro	小林農林合同会社	O-	412-40-0892	414
(Decimal('73.639388'), Decimal('154.673152'))	富山県富里市中鉢石町18丁目13番15号 細竹コート379	11/29/2022, 00:00:00	1247	kyosuke70@gmail.com		橋本 桃子	救急救命士	hiroshi89	株式会社小林運輸	AB-	563-28-1087	696
(Decimal('-72.758461'), Decimal('135.556642'))	"Piazza Nico, 43
00159, Roma (RM)"	10 Mar 2021	120	evangelista13@virgilio.it		Patrizia Mazzanti		qsokolov	Saffi, Spallanzani e Agnesi s.r.l.	B+	FRNMLS78H07I467B	60
(Decimal('-70.1281975'), Decimal('-110.376874'))		2025/01/15	983	yluciani@fastwebnet.it		Guarino Beffa		cibinarnaldo	Cianciolo-Canevascini SPA	AB-	LGNNNI46T64E963X	208
(Decimal('-6.433455'), Decimal('-153.532047'))	"20302 Jason Avenue Suite 909
North Jeffreychester, DC 51588"	11 Mar 2023	1002	narmstrong@gmail.com		Daniel Park	Ecologist	phillipsmelanie	Rodriguez-Perez	AB-	115-44-9355	659
(Decimal('54.122130'), Decimal('-13.987562'))		01/17/2021, 00:00:00	1528	vdoehn@gmail.com		Rolf-Peter Wilmsen	Mechaniker	hilmarfiebig	Gertz	A+	054-53-7714	276
(Decimal('14.7831715'), Decimal('26.229880'))		2019-11-23	1405	aiacobucci@tele2.it		Sig.ra Tatiana Vergerio		mezzettasalvi	Pininfarina Group	B-	SMNLDN96B66I394A	539
(Decimal('-4.6747415'), Decimal('-154.096912'))	"Incrocio Mercedes, 3 Appartamento 9
84028, Serre (SA)"	2020-05-28	604	luigina18@live.com		Sig. Costanzo Garobbio		guicciardinieleanora	Pirelli, Cammarata e Cagnin e figli	B-	MRSNNR27L25I062S	514
(Decimal('-59.443662'), Decimal('-69.029676'))	秋田県日野市戸山14丁目18番6号 湯宮アーバン879	2020-01-08	1333	tarookada@hotmail.com		石井 香織		harukasaito	斎藤農林有限会社	O+	090-36-1848	384
(Decimal('-2.3465735'), Decimal('164.533203'))	東京都板橋区睦13丁目15番7号 南郷屋パーク562	06 Jan 2022	1278	iwatanabe@hotmail.com		鈴木 直子		naoko98	鈴木保険有限会社	O+	076-83-3517	467
(Decimal('-69.807048'), Decimal('-118.252591'))		2020/08/12	1932	joaonogueira@ig.com.br		Arthur da Luz		vianaoliver	Souza	A+	07132498622	419
(Decimal('-0.981980'), Decimal('-115.951429'))	"Strada Rossana, 47 Appartamento 75
25064, Ronco (BS)"	01/08/2025, 00:00:00	1257	disderogabriele@hotmail.it		Sig. Edoardo Bersani		marissaolivetti	Vergerio Group	AB+	SQRMRA15H13C343C	670
(Decimal('0.114085'), Decimal('-127.692483'))		2024-06-17	1349	ogarcia@gmail.com		Chelsea Vega		kortega	West-Skinner	O-	549-54-9156	285
(Decimal('11.8508185'), Decimal('-84.891163'))	"Contrada Ermenegildo, 6
13896, Netro (BI)"	2019-09-07	6	igrossi@gmail.com		Piergiorgio Lancisi		luchinopederiva	Berlusconi, Cuomo e Scamarcio SPA	A-	PRNSSN61L05B979K	508
(Decimal('64.032737'), Decimal('18.099401'))		2020-12-25	1957	ahoffman@hotmail.com		Bradley Barron MD		traviskaufman	Valdez, David and Lloyd	B+	729-26-3766	586
(Decimal('-62.934984'), Decimal('-66.749136'))	"696 Elaine Fords Apt. 260
Waltonmouth, WY 85873"	2024/10/23	874	christensenrobert@yahoo.com		Stephen Morales		mheath	Parsons-Jones	O-	126-56-1731	219
(Decimal('-68.7383175'), Decimal('176.818725'))	"Hertrampfring 46/17
46757 Grafenau"	2024/01/24	1788	ellinorbolzmann@yahoo.de		Götz Schmiedt		paulhertrampf	Höfig	A-	903-58-3330	498
(Decimal('-35.515617'), Decimal('-168.152601'))	"Canale Ludovica, 80 Appartamento 3
10085, Pont Canavese (TO)"	08/22/2024, 00:00:00	1810	silviacilibrasi@libero.it		Franco Ravaglioli		rita91	Lopresti e figli	AB-	VVNMSM54B53I729I	447
(Decimal('-42.493987'), Decimal('-164.657877'))	"Henckallee 4-8
64231 Cottbus"	29 May 2021	1975	hauffermargit@googlemail.com		Josip Dörschner		mhermighausen	Mangold Jäntsch GmbH & Co. OHG	B+	663-22-9391	148
(Decimal('7.516279'), Decimal('-130.459653'))		2021-06-26	276	omelo@gmail.com		Dr. Henry Vieira	Psicomotricista	matteo93	Cirino	A-	92315860768	223
(Decimal('35.4124905'), Decimal('-113.065053'))	"Ferdinand-Hoffmann-Allee 101
35940 Kusel"	04/11/2021, 00:00:00	113	jungferwaltraud@googlemail.com		Nurten Jockel		qschaefer	Walter	B-	924-71-6247	255
(Decimal('66.226993'), Decimal('42.257995'))	"Türkan-Matthäi-Allee 99
52808 Scheinfeld"	2021-09-07	205	ursel38@gmx.de		Teresa Martin		sschueler	Täsche AG	O+	016-34-5907	469
(Decimal('11.1304425'), Decimal('-87.973027'))	"Ludwig-Kuhl-Weg 25-87
65330 Oranienburg"	01/11/2025, 00:00:00	709	aleksandrrohleder@googlemail.com		Heini Trommler	Winzer	gregorholsten	Sontag GmbH	O+	246-63-6333	609
(Decimal('36.294828'), Decimal('-69.391202'))	"9818 Colleen Knolls Apt. 470
Maxwellhaven, FL 75325"	2021-04-18	1264	rebeccaleach@gmail.com		Carrie Johns		travismueller	Harris-Fernandez	AB+	485-76-9979	432
(Decimal('-22.083059'), Decimal('112.444150'))	"Jacobi Jäckelstraße 591
01986 Melle"	05/02/2020, 00:00:00	219	sigrun44@googlemail.com		Reza Rohleder-Schacht	Erzieher	margretjockel	Etzold	B-	721-27-7404	579
(Decimal('3.014727'), Decimal('35.833615'))	"Holtstr. 3-8
41569 Sondershausen"	2019-03-27	769	akramer@hotmail.de		Ismail Davids-Rogner		fischerhans-georg	Salz GmbH	B-	322-83-1568	393
(Decimal('-33.3574015'), Decimal('-46.505233'))	"423 Abigail Avenue Apt. 435
Ayersfurt, NJ 77186"	2022/09/13	1341	riverakevin@gmail.com		Frank Silva		christyknight	Cuevas, Olson and Williams	O-	597-89-9283	156
(Decimal('60.4716935'), Decimal('-107.120739'))		12/14/2018, 00:00:00	461	ycampos@hotmail.com		Theo Cunha		cardosoarthur	Castro	B-	07213589695	651
	"Canale Morosini, 37 Piano 8
10063, Pomaretto (TO)"	2019/10/14	800	sandraarmani@poste.it		Alphons Beccaria	Minerals surveyor	crisafulligian	Ferrante, Gatto e Cherubini e figli	B-	VRDSNN45D43L379H	378
(Decimal('67.422880'), Decimal('-136.578505'))	"24075 Fischer Way Suite 211
Lopezbury, ID 03909"	03/16/2020, 00:00:00	704	sandersamanda@gmail.com		Amanda Vance		wanderson	Lambert Ltd	A-	708-23-2165	634
(Decimal('-52.333094'), Decimal('-142.994317'))		2019-05-01	1839	tomoyasaito@gmail.com		松本 香織		kenichiyoshida	株式会社高橋食品	B+	488-05-1925	266
(Decimal('16.151757'), Decimal('-75.400966'))	"Bianka-Kraus-Gasse 5-2
71096 Wittenberg"	2020/11/28	1263	birtewulff@web.de		Margarethe Kusch	Mechaniker	lore17	Rust Rogner e.G.	AB+	734-79-4690	164
(Decimal('44.7785315'), Decimal('-32.983012'))		22 Mar 2024	1252	golinoangelina@gmail.com		Dott. Tonino Morandini		ivan68	Squarcione s.r.l.	B+	BNNLNE59D47L773E	724
(Decimal('-73.286963'), Decimal('-65.789112'))	"USNV Hall
FPO AE 03245"	19 Aug 2022	366	williammorales@gmail.com		Pamela Miller		thubbard	Lam-Martin	AB+	224-38-8482	78
(Decimal('82.8665775'), Decimal('9.582985'))	"1328 Tim Creek
New Deborah, ID 18862"	2025-07-27	2129	xritter@gmail.com		Virginia Sanchez		murphyholly	Sanchez Ltd	AB-	378-78-4138	647
	長崎県長生郡長生村中三依28丁目6番11号 パレス北上野468	2023/01/20	757	wyamamoto@gmail.com		松本 裕樹		naoto41	田中保険合同会社	B+	631-91-3038	561
(Decimal('17.892302'), Decimal('-0.755663'))	"Viaduto Juan Fonseca, 227
Unidas
08831218 Monteiro de Abreu / SP"	04/06/2020, 00:00:00	1630	eduarda35@uol.com.br		Luiz Otávio Carvalho	Historiador	maria-alicefernandes	Santos - ME	AB+	83167029595	415
(Decimal('-6.9944895'), Decimal('-135.870273'))	静岡県三宅島三宅村大中4丁目20番9号 シティ蟇沼656	2022/08/13	1173	kondokaori@yahoo.com		伊藤 淳		yamaguchisatomi	合同会社伊藤ガス	A-	313-85-2595	382
(Decimal('-85.9680865'), Decimal('119.592243'))	"Hartmuth-Hoffmann-Allee 956
56927 Beilngries"	02/04/2024, 00:00:00	1686	aleksandargehringer@hotmail.de		Annerose Pohl	Binnenschiffer	kambschrista-maria	Haering	O-	668-53-7250	681
(Decimal('-79.2126555'), Decimal('173.742056'))	"Marliese-Scheuermann-Straße 2-1
82764 Döbeln"	04/16/2024, 00:00:00	756	heidireichmann@yahoo.de		Herr Mahmoud Albers		cdrewes	Koch II	AB-	441-28-6668	247
(Decimal('-34.5978625'), Decimal('-33.075449'))	"Esplanada de Pinto, 3
Vila Rica
04080-755 Moura das Flores / TO"	2020-08-03	241	luiz-felipe11@bol.com.br		Cauã Sá		clarice39	Carvalho	A-	39702168422	314
(Decimal('20.924300'), Decimal('-91.992030'))	"3196 Gregory Walk
South Theresa, AZ 11361"	2024/10/18	1950	christopher12@hotmail.com		Elizabeth Simpson		thomasmontes	Odonnell-Martin	AB+	001-24-6756	496
(Decimal('-75.5494985'), Decimal('-144.715428'))	静岡県稲城市六番町9丁目27番10号 平河町ハイツ285	05/13/2019, 00:00:00	897	yui76@hotmail.com		長谷川 幹		osamusuzuki	有限会社佐藤情報	A+	308-58-9162	86
(Decimal('31.4607125'), Decimal('-52.532668'))		09/26/2018, 00:00:00	1611	justin16@hotmail.com		Scott Soto		agreen	Wilson-Bass	AB+	856-91-8076	114
(Decimal('84.162576'), Decimal('-172.875533'))		2023-10-14	1777	tutinougolino@tin.it		Sabatino Molesini		inzaghiida	Cheda, Amato e Botta s.r.l.	AB+	VLNBPP77L71D265S	512
(Decimal('52.8318985'), Decimal('-58.760702'))	北海道新宿区花川戸26丁目17番1号 クレスト雷門053	2025/04/02	1939	yumikoinoue@hotmail.com		吉田 知実	介護ヘルパー	jyamashita	佐藤農林有限会社	O-	851-65-8415	565
(Decimal('81.490348'), Decimal('115.987605'))	"Strada Licia, 35
18011, Castellaro (IM)"	21 Sep 2021	2127	gianlucapapafava@outlook.com		Costantino Ammaniti-Ginese		pmerisi	Govoni, Dellucci e Ferrucci s.r.l.	B+	FVTGLN88E08H771B	689
(Decimal('65.8517235'), Decimal('-142.542812'))	"Amalia-Jacob-Weg 398
35076 Konstanz"	29 Oct 2024	1932	silvio02@hotmail.de		Svenja Hölzenbecher	Mechaniker	imkehesse	Fliegner	O-	477-78-4142	171
(Decimal('-87.1313505'), Decimal('-88.515924'))	"Contrada Niscoromni, 57 Piano 6
00040, Frattocchie (RM)"	2024-12-31	175	benedettovisintini@libero.it		Dott. Maura Colletti		daniele55	Vespa, Alonzi e Barillaro s.r.l.	O+	GRRPTZ78M03A195K	204
(Decimal('-50.7406875'), Decimal('-34.065299'))	大阪府江戸川区脚折町42丁目6番12号 虎ノ門コーポ053	17 Aug 2025	259	rikagoto@yahoo.com		山崎 桃子		itoosamu	有限会社佐々木農林	O-	594-15-6570	352
(Decimal('-87.2135565'), Decimal('44.845133'))	福島県江東区戸塚町36丁目27番3号	2020/05/07	1114	tarosakamoto@yahoo.com		渡辺 あすか		rika96	小川水産株式会社	O-	747-90-6638	466
(Decimal('-28.9619885'), Decimal('41.586479'))	"Fazenda Fonseca, 81
Saudade
83243084 Mendes / GO"	2023/03/13	2102	rauloliveira@yahoo.com.br		Ana Beatriz Caldeira		nicole78	Pinto	AB-	92850137677	264
(Decimal('6.5452855'), Decimal('51.039964'))	"Stretto Salandra, 468
24045, Fara Gera D'Adda (BG)"	02 Jul 2021	1855	leonebevilacqua@tin.it		Sandro Cantimori		fiorinogori	Sanguineti, Pagliaro e Iannuzzi SPA	O-	TRBRAI69L16M180S	369
(Decimal('12.6007465'), Decimal('-41.071582'))	"Esplanada Pereira, 84
Nazare
10184-294 Andrade / RR"	15 Apr 2023	327	isaquenogueira@gmail.com		Maria Flor Ribeiro	Técnico em taquigrafia	gaelrodrigues	Araújo	A-	93518076221	575
(Decimal('19.027809'), Decimal('-134.801513'))	"Incrocio Nicoletti, 18 Appartamento 2
18011, Castellaro (IM)"	2024/09/05	1376	benito96@libero.it		Tonia Vento		liana91	Riccardi SPA	AB-	SCLRMG58E43C220G	514
(Decimal('-1.373846'), Decimal('-43.623986'))	山形県夷隅郡御宿町上高野35丁目18番15号	31 Oct 2023	1167	suzukitsubasa@hotmail.com		鈴木 治		suzukitsubasa	合同会社中村農林	A+	164-07-1142	383
(Decimal('-53.7679935'), Decimal('-62.407448'))	"Rosenowgasse 21-28
90312 Bergzabern"	11/13/2018, 00:00:00	157	thaddaeus00@gmail.com		Siglinde Pohl		ferenc08	Schuster Caspar e.V.	AB-	693-68-3633	351
(Decimal('1.5739845'), Decimal('-133.521877'))	"Favela Alves, 40
Brasil Industrial
03033762 Almeida / SC"	05/29/2020, 00:00:00	2126	isaac94@hotmail.com		Emanuel Farias		mouraclarice	da Paz	A-	51892670402	629
(Decimal('-88.7806495'), Decimal('155.461626'))	"Borgo Camilla, 58 Piano 8
23827, Lierna (LC)"	2021-07-09	1852	lauracattaneo@outlook.com		Dott. Adriana Balbi		antoniavolterra	Lercari-Falcone e figli	A+	BVLMLN69D07L361W	286
(Decimal('68.4267795'), Decimal('-115.935987'))	東京都富津市箭坪26丁目16番13号 コーポ麹町174	2021/12/17	1985	naoko94@gmail.com		鈴木 浩	歯科医師	lkimura	鈴木運輸有限会社	B-	142-90-2499	685
(Decimal('50.9588935'), Decimal('138.821220'))	"5052 Donald Mews
Mcknightside, WI 96664"	2024-12-26	234	taylormccarthy@gmail.com		Christine Morris		stricklandshawn	Morgan-Rogers	AB+	586-50-7693	116
(Decimal('-84.248529'), Decimal('107.547532'))	"Núcleo Rodrigo Camargo, 37
Vila Santo Antônio
95249894 Cassiano / GO"	18 Mar 2021	843	joaquim00@gmail.com		Dra. Ana Laura Cavalcante		da-conceicaoanthony	da Cruz Ltda.	B+	36507892130	243
(Decimal('74.886209'), Decimal('-179.049460'))	"Área Correia, 687
Etelvina Carneiro
84919534 Gonçalves / TO"	11/08/2019, 00:00:00	1534	rodriguesalice@hotmail.com		Maria Luísa da Mata		elisaribeiro	Oliveira Ltda.	A+	23564179828	721
(Decimal('-25.2208625'), Decimal('125.631235'))	"Vicolo Amedeo, 15
62039, Castelsantangelo Sul Nera (MC)"	2022/06/22	1265	roman06@tin.it		Lolita Ceravolo-Carosone	Youth worker	gborsiere	Bonomo SPA	AB-	VRDMLN54S11H676H	351
(Decimal('62.0722275'), Decimal('80.493719'))	"02750 Rogers Coves
Lindseyfurt, GU 97615"	05 May 2023	1104	reyesbrooke@gmail.com		Catherine Martin		clee	Murray Ltd	AB-	533-46-3535	545
(Decimal('-33.818378'), Decimal('7.938294'))		2024-09-15	1152	marta32@gmail.com		Viviane Kitzmann	Fleischer	pgehringer	Mühle Jüttner AG & Co. KG	AB+	775-25-5773	194
(Decimal('70.156561'), Decimal('81.836885'))	"5279 Hinton Circles
East Deanna, NV 27630"	11/21/2022, 00:00:00	1040	fvaughn@gmail.com		Sarah Torres DDS		creid	White-Baldwin	B+	452-34-6229	686
(Decimal('21.998604'), Decimal('118.763370'))	"0010 Hall Spring Apt. 997
Newmanchester, KS 81616"	2024/06/07	449	ireed@yahoo.com		Janice Mclaughlin		rchen	Francis Group	AB-	243-52-5029	533
(Decimal('-3.1938195'), Decimal('110.349306'))	兵庫県八千代市芝浦17丁目6番13号 丸の内コーポ668	2023-07-15	404	hideki98@yahoo.com		藤井 篤司		matsumotomaaya	近藤食品株式会社	B+	312-81-0445	191
(Decimal('2.7276545'), Decimal('-34.927966'))	愛媛県台東区美原町7丁目21番2号 西神田クレスト792	06 Sep 2024	870	tsubasa46@gmail.com		鈴木 里佳		qhasegawa	高橋水産株式会社	B-	882-86-7410	359
	茨城県稲城市丸の内24丁目24番18号 湯宮ハイツ374	2025-08-30	1157	harukasato@hotmail.com		木村 陽一		sakamotoyosuke	西村銀行合同会社	AB-	545-84-3730	195
(Decimal('46.8753165'), Decimal('-34.770664'))	"Ladeira Castro, 19
Anchieta
59152793 Dias do Galho / PE"	2021-02-12	1069	valentinafogaca@gmail.com		Gabrielly Alves		ccaldeira	Souza	O-	47381905205	641
(Decimal('36.668555'), Decimal('15.396822'))	"8135 Gaines Village Suite 004
Lake Danielle, AZ 68631"	08 Sep 2020	211	keith70@hotmail.com		Jasmin Martinez		michael34	Prince-Walker	O+	247-32-7116	707
(Decimal('-17.2808055'), Decimal('108.594992'))	"Trevo Rezende
Vila Cemig
27470-608 Andrade / RO"	2025-01-23	1230	eda-luz@yahoo.com.br		Davi Luiz Ramos		pereiragustavo-henrique	Souza Aparecida Ltda.	O+	86234517919	508
(Decimal('-88.916313'), Decimal('-123.827445'))	香川県東村山市氏家26丁目21番20号 油井コート899	02/05/2024, 00:00:00	202	rika68@gmail.com		加藤 翼		sayuriaoki	田中農林有限会社	O+	776-39-9195	669
(Decimal('23.624588'), Decimal('-153.638816'))	佐賀県国立市筑土八幡町20丁目7番6号 富久町パレス150	2019/08/05	502	murakamiasuka@yahoo.com		佐藤 太郎		harukaabe	高橋銀行株式会社	B+	442-97-7632	178
	"Colônia de da Costa, 68
Padre Eustáquio
86479-375 da Rocha / CE"	2018-12-02	847	vbarbosa@bol.com.br		Sr. Caleb Freitas	Coloproctologista	caleb16	Rocha	O+	42697851011	224
